epoch,loss,val_loss
0,22.03827533721924,29.176281134287517
1,24.5333872795105,27.354961395263672
2,25.69059762954712,30.114971160888672
3,27.26604232788086,32.3155263264974
4,26.096423435211182,31.549072265625
5,25.06415910720825,32.14427709579468
6,27.70391387939453,31.439762751261394
7,27.442362117767335,30.87213150660197
0,26.715205425911762,36.269887924194336
1,nan,36.269887924194336
0,16.955237674713135,15.979211994053163
